target_gene	organism	mirna	Total context++ score
ATG12	human	mir769	-0.06
PSD2	human	mir769	-0.28
LRRTM2	human	mir769	-0.84
ZC3HAV1L	human	mir769	-0.17
GINS4	human	mir769	-0.03
ASB6	human	mir769	-0.34
FAM73B	human	mir769	-0.13
HTR7	human	mir769	-1.68
VAX1	human	mir769	-0.41
NPFFR1	human	mir769	-0.04
HSD17B12	human	mir769	-0.02
SERPING1	human	mir769	-0.0
NPAT	human	mir769	-0.0
MPZL3	human	mir769	-0.13
KIAA1755	human	mir769	-0.04
MRPL49	human	mir769	-0.14
HIRIP3	human	mir769	-0.0
DENR	human	mir769	-0.03
NDUFC2	human	mir769	-0.04
FER	human	mir769	-0.1
QDPR	human	mir769	-0.0
GEMIN6	human	mir769	-0.02
PDK1	human	mir769	-0.13
ZNF551	human	mir769	-0.13
ZSCAN1	human	mir769	-0.3
STK32B	human	mir769	-0.28
PLEKHG4B	human	mir769	-0.06
UBP1	human	mir769	-0.14
KCTD15	human	mir769	-0.02
WNT3A	human	mir769	-0.13
CXADR	human	mir769	-0.04
SLFN13	human	mir769	-0.2
RAB6B	human	mir769	-0.0
ANKRD40	human	mir769	-0.21
ZNF286B	human	mir769	-0.18
KLF10	human	mir769	-0.3
GRAMD3	human	mir769	-0.56
NUP205	human	mir769	-0.01
CASP10	human	mir769	-0.08
SLC26A2	human	mir769	-0.04
ADAMTSL3	human	mir769	-0.06
UQCRB	human	mir769	-0.01
TYSND1	human	mir769	-0.15
KIF6	human	mir769	-0.01
UNC5D	human	mir769	-0.06
MPV17L	human	mir769	-0.04
PDE6D	human	mir769	-0.79
TIMP4	human	mir769	-0.02
ZNF618	human	mir769	-0.04
RHPN1	human	mir769	-0.04
LRTOMT	human	mir769	-0.25
TNFRSF13C	human	mir769	-0.07
S100B	human	mir769	-1.11
CACFD1	human	mir769	-0.15
ZNF626	human	mir769	-0.0
ZNF714	human	mir769	-0.26
PRX	human	mir769	-0.09
ZNF250	human	mir769	-0.53
ACOX1	human	mir769	-0.01
CYGB	human	mir769	-0.34
ASB16	human	mir769	-0.07
ZNF562	human	mir769	-0.12
CLPB	human	mir769	-0.02
DRAXIN	human	mir769	-0.07
FBXO41	human	mir769	-0.05
ZNF514	human	mir769	-0.1
MRPS18C	human	mir769	-0.0
NAV1	human	mir769	-0.06
ARPC2	human	mir769	-0.06
HDAC11	human	mir769	-0.05
CCNL1	human	mir769	-0.34
RPL9	human	mir769	-0.05
SMIM14	human	mir769	-0.08
ZNF35	human	mir769	-0.02
DNAJC5G	human	mir769	-0.75
CDCP1	human	mir769	-0.2
TPRA1	human	mir769	-0.01
MASP1	human	mir769	-0.16
MFI2	human	mir769	-0.24
CAMK2D	human	mir769	-0.04
PPM1M	human	mir769	-0.43
CEP44	human	mir769	-0.39
ANKRD33B	human	mir769	-0.03
RPS23	human	mir769	-0.22
CDC20B	human	mir769	-0.22
GPX8	human	mir769	-0.45
ENPP6	human	mir769	-0.13
UTP15	human	mir769	-0.04
MDGA1	human	mir769	-0.08
CAMLG	human	mir769	-0.47
SLC25A32	human	mir769	-0.09
KIAA1161	human	mir769	-0.13
HSD3B7	human	mir769	-0.24
WBSCR27	human	mir769	-0.06
SPTSSA	human	mir769	-0.08
PGM2L1	human	mir769	-0.15
SLC37A2	human	mir769	-0.0
C10orf10	human	mir769	-0.13
NGB	human	mir769	-0.28
CLEC7A	human	mir769	-0.27
ISCA2	human	mir769	-0.05
BTBD7	human	mir769	-0.02
CLMN	human	mir769	-0.01
TCP11L2	human	mir769	-0.24
HIF1AN	human	mir769	-0.21
PCBD1	human	mir769	-0.11
TPP1	human	mir769	-0.84
BEAN1	human	mir769	-0.51
PPP1R16B	human	mir769	-0.06
TVP23A	human	mir769	-0.1
DCTN5	human	mir769	-0.09
CHP2	human	mir769	-0.24
METTL21B	human	mir769	-0.3
CCNDBP1	human	mir769	-0.29
CD3D	human	mir769	-0.0
KLHL26	human	mir769	-0.18
DIP2B	human	mir769	-0.08
KIFC2	human	mir769	-0.14
NDUFA7	human	mir769	-0.08
KCTD5	human	mir769	-0.54
SDHAF2	human	mir769	-0.0
SCARA3	human	mir769	-0.18
DDX19A	human	mir769	-0.02
ENC1	human	mir769	-0.19
C2ORF15	human	mir769	-0.1
SLC25A33	human	mir769	-0.01
CTNNA1	human	mir769	-0.32
KCNK3	human	mir769	-0.1
TSEN34	human	mir769	-0.92
KCNK9	human	mir769	-0.46
IL7R	human	mir769	-0.24
TMEM129	human	mir769	-0.43
ARNT2	human	mir769	-0.07
BTD	human	mir769	-0.17
GPRIN1	human	mir769	-0.13
HS1BP3	human	mir769	-0.16
AGAP1	human	mir769	-0.02
ZNF440	human	mir769	-0.0
SUV420H1	human	mir769	-0.06
TMEM154	human	mir769	-0.46
SHE	human	mir769	-0.13
LONRF3	human	mir769	-0.22
UQCRFS1	human	mir769	-0.13
P2RY1	human	mir769	-0.5
ESCO2	human	mir769	-0.12
SIRT6	human	mir769	-0.35
C8orf46	human	mir769	-0.46
TBL2	human	mir769	-0.48
CEP89	human	mir769	-0.32
CYCS	human	mir769	-0.2
CCDC132	human	mir769	-0.43
ONECUT1	human	mir769	-0.03
GBX2	human	mir769	-0.0
RNF181	human	mir769	-0.02
TMEM192	human	mir769	-0.26
RPTOR	human	mir769	-0.03
ZNF584	human	mir769	-0.0
MPLKIP	human	mir769	-0.1
USP38	human	mir769	-0.03
ABHD15	human	mir769	-0.0
HEXIM2	human	mir769	-0.19
MORN4	human	mir769	-0.5
ZIK1	human	mir769	-0.53
APLN	human	mir769	-0.07
MAGI3	human	mir769	-0.2
MURC	human	mir769	-0.07
SYNPO	human	mir769	-0.27
ZNF471	human	mir769	-0.17
MS4A10	human	mir769	-0.19
SNX33	human	mir769	-0.03
TMOD3	human	mir769	-0.2
ISX	human	mir769	-0.3
ZHX3	human	mir769	-0.13
KLF7	human	mir769	-0.11
HSPA6	human	mir769	-0.02
TRIM59	human	mir769	-0.08
CFLAR	human	mir769	-0.46
SP3	human	mir769	-0.0
LIPT2	human	mir769	-0.02
PPA2	human	mir769	-0.51
ARL10	human	mir769	-0.11
ZDHHC24	human	mir769	-0.02
TBC1D8B	human	mir769	-0.31
SUGT1	human	mir769	-0.01
DCAKD	human	mir769	-0.21
CYB561D1	human	mir769	-0.09
TBC1D16	human	mir769	-0.0
ZNF431	human	mir769	-0.24
P2RY2	human	mir769	-0.01
ZNF490	human	mir769	-0.03
PLAC8	human	mir769	-0.0
ANKS4B	human	mir769	-0.44
ERCC4	human	mir769	-0.14
RP11	human	mir769	-1.9
ZNF417	human	mir769	-0.02
POLD4	human	mir769	-0.0
FGF5	human	mir769	-0.02
VWC2L	human	mir769	-0.29
KIAA1551	human	mir769	-0.0
OGFOD3	human	mir769	-0.0
ING5	human	mir769	-0.07
MRPS23	human	mir769	-0.0
EPSTI1	human	mir769	-0.18
BTBD9	human	mir769	-0.21
SAMD4B	human	mir769	-0.2
ZNF620	human	mir769	-0.08
LOH12CR1	human	mir769	-0.18
SKA3	human	mir769	-0.51
TRIM41	human	mir769	-0.0
RNASEH1	human	mir769	-0.16
GCSH	human	mir769	-0.05
LSM10	human	mir769	-0.0
SNAP47	human	mir769	-0.1
TFE3	human	mir769	-0.09
SCAMP4	human	mir769	-0.2
HNF4A	human	mir769	-0.1
EEF1A1	human	mir769	-0.12
UGDH	human	mir769	-0.11
ZBTB8A	human	mir769	-0.3
SLC7A8	human	mir769	-0.38
TIGD2	human	mir769	-0.0
DAND5	human	mir769	-0.28
TOLLIP	human	mir769	-0.41
ZNF554	human	mir769	-0.0
SEZ6	human	mir769	-0.19
SALL2	human	mir769	-0.21
SIX5	human	mir769	-0.25
BCL2L13	human	mir769	-0.48
KCTD12	human	mir769	-0.45
NOS1	human	mir769	-0.07
PPFIBP1	human	mir769	-0.68
ORAI3	human	mir769	-0.27
ATAT1	human	mir769	-0.26
MLXIP	human	mir769	-0.02
KLHL11	human	mir769	-0.03
RAPH1	human	mir769	-0.0
KARS	human	mir769	-0.0
ZFPM1	human	mir769	-0.01
EPHA10	human	mir769	-0.26
GPR35	human	mir769	-0.08
AGPAT4	human	mir769	-0.17
PAGR1	human	mir769	-0.0
ITFG1	human	mir769	-0.02
MUC20	human	mir769	-0.27
PLXNA4	human	mir769	-0.04
LEPROTL1	human	mir769	-0.01
ME2	human	mir769	-0.0
SIGLEC8	human	mir769	-0.36
PPIP5K2	human	mir769	-0.0
IP6K1	human	mir769	-0.01
CA13	human	mir769	-0.12
SLC14A1	human	mir769	-0.35
EHD3	human	mir769	-0.05
BPNT1	human	mir769	-0.16
TRIM72	human	mir769	-0.1
ZADH2	human	mir769	-0.31
EPM2AIP1	human	mir769	-0.07
ZNF491	human	mir769	-0.23
TMEM78	human	mir769	-0.3
RAP2B	human	mir769	-0.0
CHID1	human	mir769	-0.18
WIPF2	human	mir769	-0.03
C19orf12	human	mir769	-0.16
ADRBK2	human	mir769	-0.09
CIITA	human	mir769	-0.03
PSEN1	human	mir769	-0.15
AHCYL2	human	mir769	-0.02
C5orf22	human	mir769	-0.18
MARVELD2	human	mir769	-0.12
MLLT6	human	mir769	-0.08
OAZ2	human	mir769	-0.06
SLC4A1AP	human	mir769	-0.01
ZNF561	human	mir769	-0.78
ABCF1	human	mir769	-0.01
ZNF639	human	mir769	-0.0
SRRM3	human	mir769	-0.65
LARP1B	human	mir769	-0.21
ABLIM3	human	mir769	-0.05
YME1L1	human	mir769	-0.11
SMAD3	human	mir769	-0.14
PRR14L	human	mir769	-0.15
BTNL9	human	mir769	-0.18
ZNF85	human	mir769	-0.11
RNF135	human	mir769	-0.27
ZNF571	human	mir769	-0.23
NXPH3	human	mir769	-0.04
TMIGD1	human	mir769	-0.41
CALN1	human	mir769	-0.2
SPNS2	human	mir769	-0.1
GRPEL2	human	mir769	-0.45
OLFML1	human	mir769	-0.4
C16orf54	human	mir769	-0.17
GNB1L	human	mir769	-0.0
PEX26	human	mir769	-0.03
ACSM2B	human	mir769	-0.0
GTF3C6	human	mir769	-0.03
ZNF696	human	mir769	-0.12
MRTO4	human	mir769	-0.49
HDDC3	human	mir769	-0.82
ATP6V0A2	human	mir769	-0.0
OPRM1	human	mir769	-0.0
LYRM4	human	mir769	-0.0
TLCD2	human	mir769	-0.11
KDELR1	human	mir769	-0.16
NPLOC4	human	mir769	-0.7
FBLN7	human	mir769	-0.05
HS3ST4	human	mir769	-0.41
SLC25A10	human	mir769	-0.0
PTCH1	human	mir769	-0.19
PHF6	human	mir769	-0.48
METTL7A	human	mir769	-0.15
CHST6	human	mir769	-0.04
SNAI3	human	mir769	-0.15
CYB5D1	human	mir769	-0.0
XPOT	human	mir769	-0.01
AEN	human	mir769	-0.0
NLRP9	human	mir769	-0.0
TMEM259	human	mir769	-0.15
FAM83F	human	mir769	-0.03
UGT3A1	human	mir769	-0.23
CASP9	human	mir769	-0.03
APAF1	human	mir769	-0.05
RGS7BP	human	mir769	-0.5
SREK1	human	mir769	-0.0
ZSCAN2	human	mir769	-0.61
RGS9BP	human	mir769	-0.01
ZNF20	human	mir769	-0.32
KPNA4	human	mir769	-0.07
ZDHHC8	human	mir769	-0.21
DUSP18	human	mir769	-0.91
PRELID2	human	mir769	-0.09
EMC10	human	mir769	-0.14
ZNF486	human	mir769	-0.12
FMNL3	human	mir769	-0.02
ZNRF1	human	mir769	-0.02
TMEM104	human	mir769	-0.03
HM13	human	mir769	-0.01
ACTR8	human	mir769	-0.09
ZNF446	human	mir769	-0.48
ZBTB16	human	mir769	-0.05
ARL17A	human	mir769	-0.26
AP3S2	human	mir769	-0.39
GGT7	human	mir769	-0.23
ARHGAP10	human	mir769	-0.43
SCAI	human	mir769	-0.02
C6orf223	human	mir769	-0.37
C17orf62	human	mir769	-0.72
NECAP2	human	mir769	-0.0
NUDT4	human	mir769	-0.16
RAD51C	human	mir769	-0.16
IGF1	human	mir769	-0.02
ZNF394	human	mir769	-0.02
NQO2	human	mir769	-0.0
MRPL30	human	mir769	-0.12
MYO1F	human	mir769	-0.0
SLC12A4	human	mir769	-0.29
NBPF9	human	mir769	-0.34
ACACB	human	mir769	-0.02
NF2	human	mir769	-0.14
VWA1	human	mir769	-0.59
ZC3H12B	human	mir769	-0.03
LRP1	human	mir769	-0.24
NCR3LG1	human	mir769	-0.04
CRHR1	human	mir769	-0.89
SH2D4B	human	mir769	-0.16
ZNF788	human	mir769	-0.15
ZNF587	human	mir769	-0.06
SERINC1	human	mir769	-0.0
DNAJB13	human	mir769	-0.06
FGFR3	human	mir769	-0.02
XIRP1	human	mir769	-0.21
RINL	human	mir769	-0.34
CCNG1	human	mir769	-0.44
PPIL4	human	mir769	-0.0
ACER2	human	mir769	-0.14
RBM33	human	mir769	-0.16
CFL2	human	mir769	-0.0
SPG7	human	mir769	-0.0
NAPEPLD	human	mir769	-0.11
MPRIP	human	mir769	-0.04
ASTN2	human	mir769	-0.14
AL450307.1	human	mir769	-0.24
CEP97	human	mir769	-0.03
SBK1	human	mir769	-0.07
EPB41L3	human	mir769	-0.42
ZNF70	human	mir769	-0.0
SLC24A2	human	mir769	-0.06
CCDC30	human	mir769	-0.03
IFNAR2	human	mir769	-0.12
POU2F2	human	mir769	-0.1
SNRNP48	human	mir769	-0.14
ASCC1	human	mir769	-0.0
GDAP1L1	human	mir769	-0.09
AC002472.13	human	mir769	-0.13
SDHC	human	mir769	-0.0
SNX18	human	mir769	-0.26
UBE2D3	human	mir769	-0.36
PRELP	human	mir769	-0.13
DUSP28	human	mir769	-0.17
LRRD1	human	mir769	-0.1
ZNF791	human	mir769	-0.46
USF2	human	mir769	-0.32
TLDC1	human	mir769	-0.04
UBTF	human	mir769	-0.21
CLDN18	human	mir769	-0.4
SNTN	human	mir769	-0.56
SEPT6	human	mir769	-0.08
RNF222	human	mir769	-0.24
PXMP4	human	mir769	-0.06
RPL28	human	mir769	-0.14
ZNF880	human	mir769	-1.06
WDR91	human	mir769	-0.14
SLC35F6	human	mir769	-0.06
ZNF395	human	mir769	-0.11
C4orf40	human	mir769	-0.21
RCBTB2	human	mir769	-0.42
MRRF	human	mir769	-0.0
ZFAND4	human	mir769	-0.0
MUM1	human	mir769	-0.01
RUNX1	human	mir769	-0.07
GLYAT	human	mir769	-0.0
ETS1	human	mir769	-0.26
NISCH	human	mir769	-0.21
NFIC	human	mir769	-0.05
IKZF3	human	mir769	-0.01
CAMKK2	human	mir769	-0.13
COG5	human	mir769	-0.06
KCNQ4	human	mir769	-0.04
CLCN3	human	mir769	-0.01
HELLS	human	mir769	-0.07
SMARCE1	human	mir769	-0.23
THBS4	human	mir769	-0.09
ZFP30	human	mir769	-0.04
NKX2	human	mir769	-0.17
RFC2	human	mir769	-0.01
ATP2B2	human	mir769	-0.14
ABHD2	human	mir769	-0.12
SLC6A20	human	mir769	-0.36
CDK10	human	mir769	-0.17
SKP1	human	mir769	-0.0
COL17A1	human	mir769	-0.35
CRKL	human	mir769	-0.23
ZNF774	human	mir769	-0.41
RBM3	human	mir769	-0.01
PDGFA	human	mir769	-0.58
MAP7	human	mir769	-0.0
C11orf48	human	mir769	-0.31
SERF1A	human	mir769	-0.44
ERC1	human	mir769	-0.02
FCAR	human	mir769	-0.0
FNBP1	human	mir769	-0.09
COA4	human	mir769	-0.0
TAT	human	mir769	-0.32
MYO9A	human	mir769	-0.14
CYP20A1	human	mir769	-0.02
SH3BP2	human	mir769	-0.01
BTN3A2	human	mir769	-0.03
PTP4A2	human	mir769	-0.69
RSPO1	human	mir769	-0.95
PCYT1B	human	mir769	-0.13
TNFRSF10C	human	mir769	-0.12
BICD2	human	mir769	-0.17
DCX	human	mir769	-0.3
ZNF708	human	mir769	-0.01
CLCC1	human	mir769	-0.23
CXorf23	human	mir769	-0.03
PEX2	human	mir769	-0.09
TRIM38	human	mir769	-0.0
NRP2	human	mir769	-0.16
XPNPEP3	human	mir769	-0.03
VPS13B	human	mir769	-0.18
KCNQ2	human	mir769	-0.01
FAM212B	human	mir769	-0.1
GALP	human	mir769	-1.16
PAPD5	human	mir769	-0.15
C15orf38	human	mir769	-0.44
ZNF74	human	mir769	-0.01
PQLC1	human	mir769	-0.0
TMEM170A	human	mir769	-0.13
METTL20	human	mir769	-0.02
CREB5	human	mir769	-0.08
MAFG	human	mir769	-0.08
CARD8	human	mir769	-0.12
AIG1	human	mir769	-0.24
OSBPL2	human	mir769	-0.14
TES	human	mir769	-0.26
WDR37	human	mir769	-0.22
TMBIM4	human	mir769	-0.01
FCRL1	human	mir769	-0.32
SPATS2L	human	mir769	-0.0
HELZ	human	mir769	-0.03
AC079612.1	human	mir769	-0.12
BCAS4	human	mir769	-0.31
MYPN	human	mir769	-0.01
TGFBR2	human	mir769	-0.39
VSIG10	human	mir769	-0.2
KCNK5	human	mir769	-0.05
LRP10	human	mir769	-0.25
CBS	human	mir769	-0.02
EFNA4	human	mir769	-0.32
ZDHHC14	human	mir769	-0.06
NUDT16	human	mir769	-0.32
DDA1	human	mir769	-0.09
ZNF517	human	mir769	-0.22
DHDDS	human	mir769	-0.48
SPN	human	mir769	-0.12
ZNF460	human	mir769	-0.05
EXOC8	human	mir769	-0.03
ZNF280B	human	mir769	-0.14
DSC3	human	mir769	-0.49
ZNF528	human	mir769	-0.21
PIGP	human	mir769	-0.0
URI1	human	mir769	-0.03
C15orf39	human	mir769	-0.26
FLJ27365	human	mir769	-0.08
PACRGL	human	mir769	-0.18
FAM107A	human	mir769	-0.75
LAMC3	human	mir769	-0.03
ZNF627	human	mir769	-0.26
CCL28	human	mir769	-0.15
MOCS2	human	mir769	-0.09
LRRC10	human	mir769	-0.46
FCRL2	human	mir769	-0.37
IPO9	human	mir769	-0.01
VAMP1	human	mir769	-0.71
SMG5	human	mir769	-0.04
ZNF277	human	mir769	-0.0
MSRB1	human	mir769	-0.01
TMEM184B	human	mir769	-0.0
INO80	human	mir769	-0.12
DARS2	human	mir769	-0.01
PCGF3	human	mir769	-0.15
CNR1	human	mir769	-0.14
KIF26B	human	mir769	-0.05
EFCAB2	human	mir769	-0.09
AKT3	human	mir769	-0.35
GALNT2	human	mir769	-0.0
SPHAR	human	mir769	-0.0
RAB4A	human	mir769	-0.0
IBA57	human	mir769	-0.01
C1orf95	human	mir769	-0.03
LYPLAL1	human	mir769	-0.24
RRP15	human	mir769	-0.02
GPATCH2	human	mir769	-0.04
PTPN14	human	mir769	-0.02
NSL1	human	mir769	-0.0
SERAC1	human	mir769	-0.17
MDM4	human	mir769	-0.25
MTRF1L	human	mir769	-0.2
ADORA1	human	mir769	-0.03
MYCT1	human	mir769	-0.35
KLHL12	human	mir769	-0.12
SYT2	human	mir769	-0.02
PPP1R12B	human	mir769	-0.08
GPR37L1	human	mir769	-0.09
C6orf211	human	mir769	-0.05
MTHFD1L	human	mir769	-0.0
GLRX2	human	mir769	-0.0
EPM2A	human	mir769	-0.62
SMG7	human	mir769	-0.11
KIAA1614	human	mir769	-0.03
TOR1AIP2	human	mir769	-0.06
SOAT1	human	mir769	-0.02
TEX35	human	mir769	-0.07
ZBTB37	human	mir769	-0.13
AHI1	human	mir769	-0.03
HBS1L	human	mir769	-0.02
POU2F1	human	mir769	-0.05
GPA33	human	mir769	-0.42
POGK	human	mir769	-0.17
KCNJ10	human	mir769	-0.11
KIAA0907	human	mir769	-0.28
GBA	human	mir769	-0.05
TSPYL1	human	mir769	-0.07
LRRC27	human	mir769	-0.01
GLRX3	human	mir769	-0.14
S100A16	human	mir769	-0.29
S100A2	human	mir769	-0.0
TRAF3IP2	human	mir769	-0.03
UROS	human	mir769	-0.03
LHPP	human	mir769	-0.0
SNX27	human	mir769	-0.07
GABPB2	human	mir769	-0.07
CEP57L1	human	mir769	-0.06
SCML4	human	mir769	-0.0
RTN4IP1	human	mir769	-0.03
SEC23IP	human	mir769	-0.0
RNF115	human	mir769	-0.35
CASP7	human	mir769	-0.35
NBPF10	human	mir769	-0.15
RRAGD	human	mir769	-0.07
GDAP2	human	mir769	-0.0
PLXNA3	human	mir769	-0.0
WNT2B	human	mir769	-0.12
GSTO2	human	mir769	-0.14
RWDD2A	human	mir769	-0.27
FAM46A	human	mir769	-0.38
CNNM2	human	mir769	-0.02
AS3MT	human	mir769	-0.12
SFXN2	human	mir769	-0.0
SUFU	human	mir769	-0.06
IMPG1	human	mir769	-0.24
SLC35A3	human	mir769	-0.42
ALG14	human	mir769	-0.0
PRRG3	human	mir769	-0.17
ENTPD7	human	mir769	-0.03
C1orf180	human	mir769	-0.22
ZNF451	human	mir769	-0.01
LCOR	human	mir769	-0.4
NFIA	human	mir769	-0.01
TTC22	human	mir769	-0.29
ACOT11	human	mir769	-0.26
MCTS1	human	mir769	-0.0
NDC1	human	mir769	-0.05
SCP2	human	mir769	-0.02
NFATC2	human	mir769	-0.26
PARD6B	human	mir769	-0.58
RAB3B	human	mir769	-0.17
RPP30	human	mir769	-0.01
PMPCA	human	mir769	-0.01
COL5A1	human	mir769	-0.23
ADAMTS13	human	mir769	-0.31
STAMBPL1	human	mir769	-0.36
ANKRD22	human	mir769	-0.0
LURAP1	human	mir769	-0.25
SURF4	human	mir769	-0.32
BMPR1A	human	mir769	-0.02
GTF3C4	human	mir769	-0.08
UCK1	human	mir769	-0.16
PPAPDC3	human	mir769	-0.7
AIF1L	human	mir769	-0.19
ZCCHC24	human	mir769	-0.07
EXOSC2	human	mir769	-0.07
NCS1	human	mir769	-0.01
PRPS1	human	mir769	-0.0
KCNMA1	human	mir769	-0.0
CLDN19	human	mir769	-0.79
TBC1D13	human	mir769	-0.15
SAMD8	human	mir769	-0.1
SET	human	mir769	-0.43
STK4	human	mir769	-0.05
CERCAM	human	mir769	-0.47
HPCAL4	human	mir769	-0.08
URM1	human	mir769	-0.2
HEYL	human	mir769	-0.16
TRUB2	human	mir769	-0.08
MRPS16	human	mir769	-0.09
JPH2	human	mir769	-0.14
CCND3	human	mir769	-0.01
USP49	human	mir769	-0.06
MEAF6	human	mir769	-0.03
GRIK3	human	mir769	-0.07
AGO3	human	mir769	-0.17
AGO1	human	mir769	-0.02
EIF4EBP2	human	mir769	-0.11
CHD6	human	mir769	-0.07
PSMB2	human	mir769	-0.19
SAR1A	human	mir769	-0.07
TOR2A	human	mir769	-0.19
DLGAP3	human	mir769	-0.0
FNDC5	human	mir769	-0.12
RNF8	human	mir769	-0.02
PABPC1L2A	human	mir769	-0.38
PABPC1L2B	human	mir769	-0.38
C2orf72	human	mir769	-0.08
PHACTR4	human	mir769	-0.02
TRAF1	human	mir769	-0.0
ROMO1	human	mir769	-0.0
RGS3	human	mir769	-0.0
MAPK8	human	mir769	-0.01
PRPF4	human	mir769	-0.02
SNX30	human	mir769	-0.05
KIAA1958	human	mir769	-0.08
SUSD1	human	mir769	-0.03
MTFR1L	human	mir769	-0.21
NCMAP	human	mir769	-0.08
BAK1	human	mir769	-0.26
LYPLA2	human	mir769	-0.6
ID3	human	mir769	-0.34
BMPR2	human	mir769	-0.3
TMEM246	human	mir769	-0.18
KLF8	human	mir769	-0.39
RALY	human	mir769	-0.02
METTL8	human	mir769	-0.09
CBFA2T2	human	mir769	-0.02
RCC2	human	mir769	-0.15
VWA7	human	mir769	-0.14
POFUT1	human	mir769	-0.28
SYK	human	mir769	-0.07
CTRC	human	mir769	-0.21
NTRK2	human	mir769	-0.17
ZNF549	human	mir769	-0.93
C9orf64	human	mir769	-0.01
STXBP4	human	mir769	-0.26
CCDC120	human	mir769	-0.12
SUV39H1	human	mir769	-0.29
FBXO44	human	mir769	-0.0
RILPL1	human	mir769	-0.02
MOG	human	mir769	-1.16
RORB	human	mir769	-0.1
KCNC3	human	mir769	-0.26
DFFA	human	mir769	-0.66
CNNM3	human	mir769	-0.07
CNNM4	human	mir769	-0.19
KIF1B	human	mir769	-0.09
TRPM3	human	mir769	-0.03
CTNNBIP1	human	mir769	-0.02
H6PD	human	mir769	-0.02
SLC2A5	human	mir769	-0.24
HIST1H2AH	human	mir769	-0.15
TMEM236	human	mir769	-0.03
TNFRSF9	human	mir769	-0.32
PNMAL2	human	mir769	-0.16
KLHL21	human	mir769	-0.12
KLF12	human	mir769	-0.34
NAA40	human	mir769	-0.26
LRRC3C	human	mir769	-0.11
RNF207	human	mir769	-0.34
ATG9B	human	mir769	-0.24
AJAP1	human	mir769	-0.19
DFFB	human	mir769	-0.07
SPIRE2	human	mir769	-0.17
C19orf54	human	mir769	-0.76
HSPA14	human	mir769	-0.0
ARHGEF16	human	mir769	-0.21
CDNF	human	mir769	-0.23
SLC35B4	human	mir769	-0.21
TCF7	human	mir769	-0.41
PRRG1	human	mir769	-0.3
MCM10	human	mir769	-0.2
CYP4V2	human	mir769	-0.09
CAMK1D	human	mir769	-0.01
CRLS1	human	mir769	-0.0
PRR5L	human	mir769	-0.06
SDHAF1	human	mir769	-0.01
MCM8	human	mir769	-0.25
TAB3	human	mir769	-0.16
ATL2	human	mir769	-0.01
IL1RAPL1	human	mir769	-0.0
LYRM9	human	mir769	-0.36
ECHDC3	human	mir769	-0.0
LYRM7	human	mir769	-0.42
TMEM194A	human	mir769	-0.17
KCNC1	human	mir769	-0.06
KIN	human	mir769	-0.35
AP5S1	human	mir769	-0.23
MICAL2	human	mir769	-0.02
APTX	human	mir769	-0.0
ITSN1	human	mir769	-0.15
SLC25A35	human	mir769	-1.08
N4BP2L1	human	mir769	-0.01
CCDC85C	human	mir769	-0.15
BCL7C	human	mir769	-0.0
USP3	human	mir769	-0.0
RIPK1	human	mir769	-0.24
ADAMTSL1	human	mir769	-0.09
B3GALT5	human	mir769	-0.06
FRMPD4	human	mir769	-0.05
DNMT3A	human	mir769	-0.01
SERF1B	human	mir769	-0.44
RUFY3	human	mir769	-0.05
SLC5A3	human	mir769	-0.14
ADARB2	human	mir769	-0.03
MLANA	human	mir769	-0.2
STK35	human	mir769	-0.86
GREB1	human	mir769	-0.02
C2orf50	human	mir769	-0.29
PLCXD1	human	mir769	-0.08
ARRDC5	human	mir769	-0.2
C2orf48	human	mir769	-0.04
ANGPT4	human	mir769	-0.0
TMEM44	human	mir769	-0.01
SLC34A2	human	mir769	-0.03
SOD3	human	mir769	-0.53
FBXL18	human	mir769	-0.07
GPR78	human	mir769	-0.0
HGFAC	human	mir769	-0.02
TMEM241	human	mir769	-0.17
CCDC125	human	mir769	-0.16
PTPLB	human	mir769	-0.31
VGLL3	human	mir769	-0.57
TRIM71	human	mir769	-0.13
METTL6	human	mir769	-0.27
SH3BP5	human	mir769	-0.0
FANCD2	human	mir769	-0.19
GOLM1	human	mir769	-0.0
METTL14	human	mir769	-0.01
MEX3D	human	mir769	-0.02
LRRK1	human	mir769	-0.09
HYKK	human	mir769	-0.09
KCNQ3	human	mir769	-0.04
POU6F1	human	mir769	-0.09
WIZ	human	mir769	-0.05
PRTG	human	mir769	-0.09
GXYLT2	human	mir769	-0.13
LYST	human	mir769	-0.18
IL17REL	human	mir769	-0.18
COL23A1	human	mir769	-0.09
KRTAP10	human	mir769	-0.47
ZNF586	human	mir769	-0.41
CEBPZ	human	mir769	-0.32
TMCO1	human	mir769	-0.0
FAM106A	human	mir769	-0.39
FXYD5	human	mir769	-0.8
LATS1	human	mir769	-0.04
RAD9B	human	mir769	-0.23
ABCA5	human	mir769	-0.0
SLC33A1	human	mir769	-0.01
NT5DC3	human	mir769	-0.05
CYB561	human	mir769	-0.11
CUL5	human	mir769	-0.34
STEAP3	human	mir769	-0.0
NME1	human	mir769	-0.0
NTNG2	human	mir769	-0.12
SLC24A4	human	mir769	-0.13
ISY1	human	mir769	-0.05
MAPK9	human	mir769	-0.36
LONRF2	human	mir769	-0.04
IKBKG	human	mir769	-0.21
MON2	human	mir769	-0.03
TFAP2B	human	mir769	-0.03
SLC29A1	human	mir769	-0.0
MRPL19	human	mir769	-0.04
